Idx,Parent Name,Node Name
879,ctx-lh-inferiorparietal,lh.inferiorparietal_15
880,ctx-lh-inferiorparietal,lh.inferiorparietal_15
881,ctx-lh-inferiorparietal,lh.inferiorparietal_2
882,ctx-lh-inferiorparietal,lh.inferiorparietal_2
883,ctx-lh-inferiorparietal,lh.inferiorparietal_17
884,ctx-lh-inferiorparietal,lh.inferiorparietal_21
885,ctx-lh-inferiorparietal,lh.inferiorparietal_21
886,ctx-lh-inferiorparietal,lh.inferiorparietal_21
887,ctx-lh-inferiorparietal,lh.inferiorparietal_21
888,ctx-lh-inferiorparietal,lh.inferiorparietal_12
889,ctx-lh-inferiorparietal,lh.inferiorparietal_1
890,ctx-lh-inferiorparietal,lh.inferiorparietal_20
891,ctx-lh-precuneus,lh.precuneus_13
892,ctx-lh-precuneus,lh.precuneus_13
893,ctx-lh-precuneus,lh.precuneus_13
894,ctx-lh-precuneus,lh.precuneus_22
895,ctx-lh-precuneus,lh.precuneus_9
896,ctx-lh-precuneus,lh.precuneus_15
897,ctx-lh-precuneus,lh.precuneus_15
898,ctx-lh-pericalcarine,lh.pericalcarine_4
899,ctx-lh-pericalcarine,lh.pericalcarine_4
900,ctx-lh-pericalcarine,lh.pericalcarine_4
901,ctx-lh-pericalcarine,lh.pericalcarine_2
902,ctx-lh-pericalcarine,lh.pericalcarine_5
903,ctx-lh-pericalcarine,lh.pericalcarine_5
904,ctx-lh-pericalcarine,lh.pericalcarine_6
905,ctx-lh-pericalcarine,lh.pericalcarine_6
906,ctx-lh-pericalcarine,lh.pericalcarine_6
907,ctx-lh-lateraloccipital,lh.lateraloccipital_3
908,ctx-lh-lateraloccipital,lh.lateraloccipital_3
909,ctx-lh-lateraloccipital,lh.lateraloccipital_3
910,ctx-lh-lateraloccipital,lh.lateraloccipital_3
911,ctx-lh-lateraloccipital,lh.lateraloccipital_18
912,ctx-lh-lateraloccipital,lh.lateraloccipital_23
913,ctx-lh-lateraloccipital,lh.lateraloccipital_23
914,ctx-lh-lateraloccipital,lh.lateraloccipital_5
915,ctx-lh-lateraloccipital,lh.lateraloccipital_17
916,ctx-lh-lateraloccipital,lh.lateraloccipital_16
917,ctx-lh-lingual,lh.lingual_2
918,ctx-lh-fusiform,lh.fusiform_7
919,ctx-lh-fusiform,lh.fusiform_11
920,ctx-lh-fusiform,lh.fusiform_11
921,ctx-lh-fusiform,lh.fusiform_11
922,ctx-lh-fusiform,lh.fusiform_14
923,ctx-lh-fusiform,lh.fusiform_13
924,ctx-lh-parahippocampal,lh.parahippocampal_3
925,ctx-lh-parahippocampal,lh.parahippocampal_1
926,ctx-lh-entorhinal,lh.entorhinal_2
927,ctx-lh-entorhinal,lh.entorhinal_3
928,ctx-lh-temporalpole,lh.temporalpole_2
929,ctx-lh-temporalpole,lh.temporalpole_3
930,ctx-lh-inferiortemporal,lh.inferiortemporal_15
931,ctx-lh-inferiortemporal,lh.inferiortemporal_15
932,ctx-lh-inferiortemporal,lh.inferiortemporal_15
933,ctx-lh-inferiortemporal,lh.inferiortemporal_5
934,ctx-lh-inferiortemporal,lh.inferiortemporal_16
935,ctx-lh-inferiortemporal,lh.inferiortemporal_7
936,ctx-lh-middletemporal,lh.middletemporal_14
937,ctx-lh-bankssts,lh.bankssts_2
938,ctx-lh-bankssts,lh.bankssts_4
939,ctx-lh-bankssts,lh.bankssts_4
940,ctx-lh-superiortemporal,lh.superiortemporal_24
941,ctx-lh-superiortemporal,lh.superiortemporal_18
942,ctx-lh-superiortemporal,lh.superiortemporal_18
943,ctx-lh-superiortemporal,lh.superiortemporal_18
944,ctx-lh-superiortemporal,lh.superiortemporal_9
945,ctx-lh-superiortemporal,lh.superiortemporal_8
946,ctx-lh-transversetemporal,lh.transversetemporal_2
947,ctx-lh-insula,lh.insula_5
948,ctx-lh-insula,lh.insula_5
949,ctx-lh-insula,lh.insula_2
950,ctx-lh-insula,lh.insula_16
951,ctx-lh-insula,lh.insula_16
952,ctx-lh-insula,lh.insula_12
953,ctx-lh-insula,lh.insula_12
954,ctx-lh-insula,lh.insula_12
955,ctx-lh-insula,lh.insula_8
956,ctx-lh-insula,lh.insula_14
957,ctx-lh-insula,lh.insula_9
958,ctx-lh-insula,lh.insula_9
959,ctx-lh-insula,lh.insula_13
960,ctx-lh-insula,lh.insula_13
961,ctx-lh-insula,lh.insula_11
962,ctx-lh-insula,lh.insula_11
963,ctx-lh-insula,lh.insula_6
964,ctx-lh-insula,lh.insula_15
965,ctx-lh-insula,lh.insula_4
966,ctx-lh-insula,lh.insula_4
967,ctx-lh-insula,lh.insula_7
968,ctx-lh-insula,lh.insula_3
969,ctx-lh-insula,lh.insula_3
970,ctx-lh-insula,lh.insula_17
971,ctx-lh-insula,lh.insula_17
972,Left-Thalamus-Proper,Left-Thalamus-Proper
973,Left-Thalamus-Proper,Left-Thalamus-Proper
974,Left-Thalamus-Proper,Left-Thalamus-Proper
975,Left-Thalamus-Proper,Left-Thalamus-Proper
976,Left-Thalamus-Proper,Left-Thalamus-Proper
977,Left-Thalamus-Proper,Left-Thalamus-Proper
978,Left-Thalamus-Proper,Left-Thalamus-Proper
979,Left-Thalamus-Proper,Left-Thalamus-Proper
980,Left-Caudate,Left-Caudate
981,Left-Caudate,Left-Caudate
982,Left-Caudate,Left-Caudate
983,Left-Caudate,Left-Caudate
984,Left-Caudate,Left-Caudate
985,Left-Putamen,Left-Putamen
986,Left-Putamen,Left-Putamen
987,Left-Putamen,Left-Putamen
988,Left-Putamen,Left-Putamen
989,Left-Putamen,Left-Putamen
990,Left-Pallidum,Left-Pallidum
991,Left-Pallidum,Left-Pallidum
992,Left-Pallidum,Left-Pallidum
993,Left-Accumbens-area,Left-Accumbens-area
994,Left-Accumbens-area,Left-Accumbens-area
995,Left-Hippocampus,Left-Hippocampus
996,Left-Hippocampus,Left-Hippocampus
997,Left-Hippocampus,Left-Hippocampus
998,Left-Amygdala,Left-Amygdala
999,Brain-Stem,Brain-Stem
