,rh.caudalmiddlefrontal_11,rh.rostralmiddlefrontal_13,lh.bankssts_4,rh.lateraloccipital_7,lh.rostralmiddlefrontal_13,lh.superiorparietal_24,lh.rostralmiddlefrontal_3,lh.inferiorparietal_2,lh.lateralorbitofrontal_3,rh.posteriorcingulate_5,lh.lateralorbitofrontal_10,rh.bankssts_2,lh.caudalmiddlefrontal_3,rh.medialorbitofrontal_4,lh.rostralmiddlefrontal_7,lh.caudalanteriorcingulate_1,rh.medialorbitofrontal_8,lh.precentral_28,rh.postcentral_14,rh.rostralmiddlefrontal_20,rh.precentral_32,rh.lateralorbitofrontal_16,rh.rostralmiddlefrontal_26,lh.rostralmiddlefrontal_10,rh.caudalmiddlefrontal_1,lh.entorhinal_2,lh.parsopercularis_6,rh.insula_1,lh.superiortemporal_18,lh.insula_2,lh.precentral_25,lh.posteriorcingulate_1,rh.postcentral_30,rh.lateralorbitofrontal_3,rh.precentral_19,rh.parsopercularis_7,rh.caudalmiddlefrontal_3,lh.insula_16,lh.superiorfrontal_17,rh.insula_16,lh.lateralorbitofrontal_9,Brain-Stem,lh.superiortemporal_8,rh.lateraloccipital_6,rh.lateralorbitofrontal_17,rh.superiorfrontal_25,lh.insula_13,lh.superiorparietal_10,lh.lateralorbitofrontal_1,rh.posteriorcingulate_2,rh.superiortemporal_14,lh.postcentral_21,rh.rostralanteriorcingulate_2,lh.caudalmiddlefrontal_4,rh.parahippocampal_5,lh.insula_9,lh.rostralanteriorcingulate_3,rh.insula_6,rh.rostralmiddlefrontal_7,Left-Accumbens-area,rh.inferiortemporal_15,lh.fusiform_11,rh.superiorfrontal_16,rh.caudalanteriorcingulate_5,rh.bankssts_3,rh.superiortemporal_20,rh.pericalcarine_1,rh.superiorfrontal_42,rh.superiorfrontal_19,rh.rostralmiddlefrontal_1,rh.inferiortemporal_16,rh.lateralorbitofrontal_12,rh.precuneus_3,Right-Hippocampus,lh.rostralmiddlefrontal_23,lh.insula_6,rh.supramarginal_11,rh.lateraloccipital_22,lh.rostralmiddlefrontal_26,Right-Accumbens-area,rh.superiorfrontal_17,rh.precentral_23,rh.superiorfrontal_38,lh.superiortemporal_24,lh.precentral_6,rh.superiorfrontal_26,rh.supramarginal_17,rh.insula_7,lh.superiorfrontal_22,rh.postcentral_24,lh.precentral_12,lh.inferiortemporal_5,rh.supramarginal_19,rh.inferiorparietal_18,lh.caudalanteriorcingulate_4,rh.postcentral_27,rh.superiorfrontal_11,lh.inferiorparietal_20,rh.parsopercularis_2,lh.rostralmiddlefrontal_18,lh.precentral_10,lh.superiorparietal_1,rh.insula_11,lh.inferiorparietal_16,rh.medialorbitofrontal_3,lh.rostralmiddlefrontal_25,lh.entorhinal_3,lh.medialorbitofrontal_5,lh.postcentral_7,lh.lingual_2,lh.caudalmiddlefrontal_5,Left-Pallidum,rh.precentral_9,lh.parsopercularis_1,rh.superiortemporal_24,lh.posteriorcingulate_8,rh.rostralmiddlefrontal_6,lh.transversetemporal_2,rh.entorhinal_2,lh.precentral_22,lh.superiorparietal_27,rh.superiorparietal_14,lh.supramarginal_3,lh.superiorfrontal_28,rh.rostralmiddlefrontal_18,lh.rostralanteriorcingulate_2,lh.precentral_11,lh.parahippocampal_3,rh.inferiortemporal_6,lh.paracentral_7,lh.isthmuscingulate_6,rh.superiorfrontal_14,lh.precentral_26,lh.superiorfrontal_35,rh.superiorfrontal_41,lh.parstriangularis_6,rh.posteriorcingulate_1,rh.caudalanteriorcingulate_2,rh.superiorfrontal_40,lh.insula_3,rh.caudalmiddlefrontal_5,lh.insula_8,rh.lateraloccipital_5,lh.precentral_21,rh.paracentral_10,lh.caudalmiddlefrontal_9,rh.insula_3,lh.middletemporal_14,rh.superiorparietal_24,rh.medialorbitofrontal_6,lh.temporalpole_2,lh.precentral_5,rh.lateralorbitofrontal_4,rh.superiorfrontal_24,lh.rostralmiddlefrontal_4,rh.rostralmiddlefrontal_11,rh.insula_12,rh.superiorparietal_13,lh.medialorbitofrontal_4,rh.lateraloccipital_3,rh.rostralanteriorcingulate_4,rh.superiorfrontal_13,lh.insula_11,Left-Amygdala,lh.inferiorparietal_1,lh.caudalmiddlefrontal_13,lh.insula_5,rh.lateraloccipital_17,lh.rostralanteriorcingulate_5,lh.superiorfrontal_37,lh.lateralorbitofrontal_2,lh.lateralorbitofrontal_13,rh.parsopercularis_6,lh.lateralorbitofrontal_4,rh.superiorparietal_2,lh.parsopercularis_7,lh.precentral_17,lh.isthmuscingulate_7,rh.caudalmiddlefrontal_10,lh.insula_7,rh.medialorbitofrontal_10,lh.superiorfrontal_10,rh.posteriorcingulate_7,rh.supramarginal_12,rh.inferiorparietal_20,lh.superiorfrontal_2,lh.posteriorcingulate_4,rh.insula_9,lh.paracentral_11,rh.insula_5,rh.precentral_15,rh.rostralmiddlefrontal_21,lh.rostralmiddlefrontal_1,lh.supramarginal_16,lh.inferiorparietal_12,rh.lateralorbitofrontal_8,rh.inferiortemporal_7,lh.superiorfrontal_42,lh.supramarginal_1,lh.medialorbitofrontal_1,lh.superiorparietal_18,lh.superiorfrontal_44,rh.superiorfrontal_27,rh.superiorparietal_11,lh.rostralmiddlefrontal_22,lh.pericalcarine_5,lh.insula_4,lh.inferiortemporal_16,rh.lateralorbitofrontal_14,Left-Hippocampus,rh.rostralmiddlefrontal_10,lh.lateraloccipital_17,rh.precuneus_16,rh.precentral_24,lh.insula_12,rh.superiorfrontal_1,lh.superiorfrontal_11,lh.pericalcarine_2,rh.parstriangularis_8,rh.lateralorbitofrontal_13,rh.insula_8,lh.lateralorbitofrontal_6,lh.precentral_29,rh.isthmuscingulate_3,lh.rostralanteriorcingulate_4,rh.rostralmiddlefrontal_3,lh.precentral_3,rh.posteriorcingulate_6,rh.insula_4,lh.superiorfrontal_32,lh.parahippocampal_1,lh.bankssts_2,rh.isthmuscingulate_4,rh.supramarginal_6,rh.caudalanteriorcingulate_1,lh.superiorparietal_19,lh.fusiform_7,rh.caudalmiddlefrontal_6,rh.rostralanteriorcingulate_1,Right-Thalamus-Proper,rh.precuneus_19,lh.inferiorparietal_15,lh.superiortemporal_9,rh.precentral_16,rh.lateraloccipital_15,rh.precentral_7,lh.parsopercularis_4,lh.posteriorcingulate_9,lh.insula_15,lh.superiorfrontal_31,rh.parstriangularis_3,rh.superiorparietal_9,rh.posteriorcingulate_3,lh.posteriorcingulate_5,lh.medialorbitofrontal_7,lh.precuneus_22,lh.parsopercularis_8,lh.lateralorbitofrontal_8,lh.superiorfrontal_45,rh.precentral_33,lh.superiorparietal_11,rh.middletemporal_12,lh.precentral_33,lh.superiorparietal_2,rh.middletemporal_4,lh.postcentral_15,Left-Thalamus-Proper,rh.inferiorparietal_14,rh.superiorfrontal_22,lh.temporalpole_3,lh.superiorfrontal_29,lh.lateraloccipital_5,rh.inferiortemporal_1,lh.precuneus_13,rh.superiorfrontal_30,lh.posteriorcingulate_2,rh.superiortemporal_21,lh.lateraloccipital_18,lh.postcentral_31,rh.parstriangularis_7,lh.precentral_8,rh.rostralmiddlefrontal_19,lh.supramarginal_2,lh.rostralanteriorcingulate_1,rh.inferiorparietal_10,lh.precentral_4,lh.lateraloccipital_3,lh.caudalanteriorcingulate_5,Right-Caudate,lh.superiorparietal_25,rh.rostralmiddlefrontal_9,rh.caudalanteriorcingulate_3,rh.precuneus_10,lh.caudalmiddlefrontal_10,lh.rostralmiddlefrontal_8,lh.postcentral_10,lh.lateraloccipital_23,rh.superiorfrontal_7,rh.inferiorparietal_23,lh.superiorfrontal_43,lh.supramarginal_17,rh.precentral_27,rh.superiorparietal_22,rh.parsopercularis_9,lh.rostralmiddlefrontal_19,lh.insula_14,rh.parstriangularis_5,rh.rostralanteriorcingulate_3,rh.insula_14,lh.lateralorbitofrontal_12,lh.superiorfrontal_27,lh.isthmuscingulate_5,rh.precentral_12,rh.parahippocampal_4,lh.precuneus_9,lh.parstriangularis_2,lh.superiorparietal_6,lh.lateralorbitofrontal_5,rh.parsopercularis_4,lh.superiorfrontal_14,lh.superiorfrontal_20,lh.insula_17,rh.posteriorcingulate_8,rh.superiorfrontal_37,lh.inferiortemporal_15,rh.precuneus_6,lh.superiorparietal_16,Right-Putamen,lh.caudalanteriorcingulate_3,Left-Putamen,lh.isthmuscingulate_4,rh.superiorfrontal_18,rh.rostralmiddlefrontal_27,rh.isthmuscingulate_5,lh.fusiform_14,rh.superiorfrontal_3,lh.superiorparietal_23,rh.inferiorparietal_13,rh.isthmuscingulate_6,rh.precentral_29,lh.superiorparietal_13,rh.lateralorbitofrontal_11,lh.inferiorparietal_21,rh.caudalanteriorcingulate_4,rh.precentral_26,rh.postcentral_21,rh.superiorparietal_25,rh.pericalcarine_2,lh.superiorfrontal_1,rh.postcentral_29,rh.fusiform_10,lh.lateralorbitofrontal_7,rh.superiorparietal_3,lh.precentral_15,rh.caudalmiddlefrontal_8,rh.pericalcarine_7,rh.insula_13,rh.insula_10,lh.lateraloccipital_16,rh.supramarginal_5,lh.rostralmiddlefrontal_9,rh.superiorfrontal_31,lh.pericalcarine_6,rh.rostralmiddlefrontal_23,rh.bankssts_1,rh.paracentral_8,lh.caudalanteriorcingulate_2,lh.isthmuscingulate_3,lh.precentral_23,lh.inferiortemporal_7,Right-Pallidum,lh.precuneus_15,lh.superiorfrontal_24,rh.inferiorparietal_22,lh.isthmuscingulate_2,rh.insula_2,rh.rostralmiddlefrontal_14,rh.rostralmiddlefrontal_2,rh.precentral_25,Left-Caudate,rh.precentral_20,lh.fusiform_13,lh.precentral_16,rh.fusiform_1,rh.superiorparietal_8,lh.superiorfrontal_3,lh.pericalcarine_4,lh.precentral_35,rh.inferiortemporal_11,rh.superiorparietal_5,lh.posteriorcingulate_6,rh.insula_15,rh.lateralorbitofrontal_1,rh.superiortemporal_11,rh.caudalanteriorcingulate_6,rh.lateralorbitofrontal_5,lh.superiorfrontal_38,rh.superiorfrontal_28,rh.precentral_22,rh.lateraloccipital_16,rh.lateralorbitofrontal_6,rh.precentral_13,lh.inferiorparietal_17,rh.posteriorcingulate_9,lh.caudalmiddlefrontal_1,lh.caudalmiddlefrontal_11,lh.parsopercularis_3,lh.superiorfrontal_41,rh.fusiform_2,rh.superiorfrontal_5,lh.precuneus_12,rh.middletemporal_15,rh.superiorfrontal_33,Right-Amygdala,rh.fusiform_17,rh.superiorfrontal_34,rh.paracentral_3,lh.superiorfrontal_7,lh.superiorfrontal_36,lh.superiorfrontal_18,lh.superiorfrontal_34,rh.postcentral_11,lh.paracentral_6,lh.paracentral_4,lh.cuneus_1,lh.precuneus_18,lh.inferiorparietal_18,lh.supramarginal_7,lh.lingual_7,rh.precuneus_20,lh.supramarginal_15,rh.superiorfrontal_2,lh.superiorfrontal_21,lh.superiorfrontal_23,rh.fusiform_15,lh.paracentral_5,rh.superiorparietal_10,lh.middletemporal_9,rh.precuneus_4,rh.superiorfrontal_21,rh.lingual_6,rh.superiorfrontal_6,rh.middletemporal_8,lh.precuneus_4,rh.precuneus_1,lh.lateraloccipital_7,lh.bankssts_6,lh.fusiform_17,rh.paracentral_11,lh.lateraloccipital_4,lh.superiorfrontal_8,rh.precentral_14,rh.lateraloccipital_8,rh.lateraloccipital_23,rh.paracentral_7,lh.superiorfrontal_6,lh.superiorfrontal_13,rh.parstriangularis_4,lh.precuneus_6,lh.parstriangularis_3,lh.superiorfrontal_19,lh.paracentral_3,rh.middletemporal_9,rh.inferiorparietal_15,lh.precuneus_11,lh.lateraloccipital_8,lh.lingual_14,lh.superiorfrontal_26,rh.precentral_21,lh.parsopercularis_9,lh.parsopercularis_2,lh.superiorfrontal_15,rh.superiorfrontal_23,rh.precuneus_23,rh.lateraloccipital_18,rh.postcentral_2,rh.postcentral_8,lh.lateraloccipital_2,lh.lateraloccipital_11,rh.parstriangularis_2
rh.caudalmiddlefrontal_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rh.rostralmiddlefrontal_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lh.bankssts_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rh.lateraloccipital_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
